"training","earnings","age","education","prior_earnings","employment_history","urban","skill","ps","tau_true"
1,116.753239144391,36,14,101.6,25,1,0.494458268947262,0.959079941750327,5.04665978780913
1,100.358891467503,18,10,43.9,1,0,1.77901320264785,0.439047459288621,5.77322198857073
1,107.960575978941,39,17,52.9,22,1,-1.10783896293998,0.37503044087825,4.96734143206928
1,130.153158294633,38,18,184.9,20,1,1.00203208481647,0.98,5.01699568988439
0,63.6955845820512,29,10,12,11,0,-0.111080240754864,0.0513431351111087,6.20664487834106
0,50.8454606656507,41,12,9,18,0,-2.5,0.02,5.42330985288139
1,137.553351909938,47,13,66.5,33,1,0.953050870505195,0.98,4.01265216851173
0,122.362292327217,34,15,84.1,15,0,0.674452397740185,0.602480393986898,5.1184285021965
1,91.5064342468428,44,12,16.1,26,1,-0.993714347999736,0.674817676803384,5.14004962660221
1,77.9053318613526,39,11,35.1,26,1,-0.0678592251113194,0.828434382473322,5.50334143206928
0,47.975313505016,18,14,11.3,0,1,-2.07124416911575,0.0550699791572672,5.70522198857073
1,116.368859631177,42,15,68.3,25,0,-0.584701092735968,0.651908535447265,4.82746628439086
1,80.8388160128174,49,12,36.6,33,0,-0.575084870418758,0.946781219964341,3.88438691346617
1,103.431215602191,39,14,47.8,20,1,-0.475759576984544,0.46033651704183,4.99934143206928
0,64.9270418262358,44,12,6.1,21,1,-2.35823010376638,0.0725387510288467,5.32004962660221
1,104.13139668234,36,13,43.4,14,1,0.840052387681331,0.600643766341468,5.09065978780913
1,120.756902969001,43,12,56.9,28,0,1.18040801377377,0.973257881286973,4.70533051564472
0,53.0458748936264,32,14,25.7,10,1,-1.86017021269441,0.02,5.51426647752179
0,62.209767213004,25,12,24.2,7,0,-0.382904324009037,0.0666150402397187,5.62227443832449
0,78.0730826857517,40,13,33.3,23,0,-0.311886596941764,0.523400394581725,4.92567934733469
0,90.2253300349817,38,15,29.4,21,1,-0.926543937274312,0.360384870377506,5.40499568988439
0,83.5553255926648,36,14,50.7,18,1,-0.855711035563129,0.215696715081036,5.07465978780913
0,104.997642773199,31,15,57.6,12,1,0.626491030600257,0.652980219453084,5.16329290310849
1,154.23936266273,43,15,76.4,23,1,0.876485201578372,0.974206662732554,4.86533051564472
1,104.169946120482,43,13,23.5,26,1,-0.867610349907125,0.723360157865641,5.16933051564472
0,69.3834517624024,38,15,18.4,22,0,-1.69869452416385,0.0865556951584959,5.39299568988439
1,118.344277430435,38,12,54.4,20,0,1.30220773986243,0.74440489562159,4.81699568988439
1,108.717500198672,51,13,51.4,30,1,-0.153821446171989,0.932214311792617,3.93214134546302
1,100.824340334048,20,13,158.6,6,1,1.99099347541472,0.926211674690692,5.15147975370484
1,92.1330196982559,43,13,40.1,28,0,-0.0596661864377032,0.904019842075826,4.70533051564472
0,62.9996773058763,40,9,13.9,20,1,-1.00177196437614,0.208823612165196,5.98567934733469
0,90.4748563041316,36,11,57.4,17,0,1.02847441055093,0.389579408862273,5.67865978780913
0,52.70037196333,29,11,23,14,1,-0.770010422632589,0.0826110319626147,6.27864487834106
0,78.9746733585756,38,14,34.8,20,0,-0.8156495455203,0.200041736399597,5.01699568988439
0,91.82274274324,29,13,85.7,13,0,0.739883382635577,0.351212724642798,5.25464487834106
0,50.4054270846922,39,10,5.3,19,0,-1.60264916390469,0.0611707249020532,6.01534143206928
1,127.514875188467,50,14,68.3,27,1,0.523935722509242,0.957206345857683,4.17457945846835
0,77.9183442934756,36,13,25.8,19,0,-0.733059328154217,0.158042733518914,5.47065978780913
1,117.688402342614,50,13,44,36,1,-0.0698052397309679,0.98,3.63457945846835
1,130.133820138978,33,18,117,16,1,0.00309065100755865,0.773218580817116,5.1512914734903
1,111.099743267374,32,16,114.4,16,0,0.0255849594217396,0.420144403049682,5.18626647752179
0,86.6189753246658,37,16,55.3,22,0,-1.02701441712327,0.254991666387227,5.0232603691244
0,77.6412917715399,25,11,38.6,7,0,0.392910445231052,0.111132775105997,5.82227443832449
1,88.1506364168841,37,16,39,21,0,-1.21315680658953,0.15258750873761,5.0312603691244
0,110.52193225162,33,14,45.2,15,1,0.328762973131591,0.517386350149405,5.1432914734903
0,36.8358243393586,39,10,3,14,1,-2.5,0.0232351282873981,6.09534143206928
1,60.1196669298225,50,8,13.9,29,0,-1.12999355041552,0.586424599473208,5.05457945846835
1,134.749520792382,47,14,74.9,35,0,0.994824445845731,0.98,3.91665216851173
0,109.553635450751,33,17,129.5,14,1,0.574853397135287,0.869629913814999,5.1352914734903
0,69.2440812306436,21,11,25.5,5,1,-0.130305219095688,0.159856168706986,6.2616269362685
0,49.1834851089967,27,11,23.5,5,1,-0.575202947178659,0.0791129686366683,6.09448110212308
0,102.568439362449,39,16,44.2,17,0,-0.975562938803242,0.109125345931407,5.04734143206928
1,115.249798100043,52,11,30.1,37,1,-0.0433314077608028,0.98,3.98855178987957
1,101.883639514731,23,11,53.7,4,1,1.71802458869647,0.564731231483244,5.85220396668599
1,125.958679389679,41,13,32.3,26,0,1.06879853947816,0.9570769941485,4.83130985288139
1,93.843358246795,36,13,71.2,13,1,0.0761167687233703,0.387090575046459,5.09465978780913
0,70.5594418906895,31,12,33.5,7,0,-0.0355158304140866,0.0927132600267245,5.08329290310849
0,61.906136741702,29,8,8,18,1,0.0385615751067242,0.132085450958387,6.37464487834106
0,108.596046091024,40,17,80.4,19,0,-0.800685839860423,0.224043103900456,5.00567934733469
1,90.560980917402,41,14,107.1,26,0,0.0993058140605778,0.876560096526412,4.83130985288139
1,93.643416284952,49,13,41.4,32,1,-0.817959746624594,0.941091551224093,3.94038691346617
1,98.175139417604,28,13,22.6,10,1,-0.205694736891831,0.177874761632328,5.61625018525816
0,88.0304904793057,26,10,38.7,11,0,1.21838204000667,0.153721791459929,5.73272171998271
1,105.221995170604,39,15,90.3,21,1,-0.656840124846385,0.569912238605725,4.98334143206928
1,73.8994515297707,36,13,18.7,15,1,-0.977803390182432,0.109316413571036,5.48665978780913
0,87.7395264303763,35,13,34.6,23,0,-0.158595159388096,0.54218594284136,5.09961365145159
0,64.4807329040647,44,15,20.8,24,0,-1.88722786667731,0.109125731181824,5.21204962660221
1,90.966352970193,42,16,35.3,24,0,-1.59219251861926,0.169655270899867,4.85546628439086
1,94.5966491979665,24,14,114.6,0,0,0.510393827355643,0.518677491634544,5.25037417762586
1,85.9615455213159,43,11,51.8,25,1,-0.0883219378485606,0.788105540694534,5.40133051564472
1,97.5426608106101,45,10,25.7,26,0,1.01201581016254,0.778076056345184,5.41075328034878
1,109.076148809438,39,14,115.6,23,0,0.855014190480693,0.897946121040344,4.95134143206928
0,58.2415612688435,36,13,22.3,12,1,-1.44299951704935,0.0430134255839222,5.49865978780913
1,118.38022618131,50,13,64.4,32,0,0.772192350957469,0.98,3.87457945846835
1,189.797958208352,46,16,125,30,0,2.01957366148911,0.98,4.00457145488703
0,73.6145650902524,21,12,20.9,0,0,0.32465663027038,0.303595117858445,5.6816269362685
1,154.15652027499,60,13,41.1,45,1,0.386993199293464,0.98,1.61333695208243
1,79.58300527086,49,15,281.3,29,1,1.78462101227835,0.98,3.90838691346617
1,91.0338655118061,29,13,27.4,16,1,-0.0331747240572571,0.333000111989776,5.72664487834106
0,97.0402740272545,39,16,169.7,17,0,0.308083544964571,0.614812334149261,5.04734143206928
1,129.758189068385,40,17,122.4,17,1,-0.0671622356015044,0.722975227613904,5.04567934733469
0,78.5114434444693,35,12,41.7,11,0,-0.0163650879694745,0.112550104713801,5.09961365145159
1,147.044670777238,20,14,95.9,3,1,1.72505892825909,0.95495022877761,5.27147975370484
0,58.9576269411636,31,11,6.4,12,0,-0.591538506654688,0.0457910637730694,6.16329290310849
1,111.851668703362,36,16,52.7,17,1,-0.401112754299429,0.417716789007644,5.07865978780913
0,95.1980379251203,42,16,61.8,22,0,-0.651665344154963,0.423842767391264,4.91146628439086
0,63.1008383655304,28,12,19.4,14,0,-0.819248502732127,0.0506773133505513,5.72825018525816
0,66.2799786843057,20,11,41.9,1,1,0.0350569079554983,0.271756976935065,5.95147975370484
0,59.2813897540789,23,13,12.6,5,1,-0.626898797909859,0.135504216220077,5.60020396668599
1,118.745764335234,48,15,36.3,33,1,-0.996033378202865,0.95706482357936,3.95017883764127
0,93.7968797627498,29,12,39.3,7,1,0.684370669445613,0.324535095021189,5.11064487834106
0,55.9755592861244,32,11,12.7,19,1,-0.863662470542921,0.167193212689172,6.22226647752179
1,72.5740536881057,40,11,13.1,24,1,-1.04620498589759,0.468172303041038,5.90567934733469
1,97.5080655333674,44,14,38.1,29,0,-0.690488257952635,0.861479215400766,4.63204962660221
0,105.422938820014,34,13,58.4,11,1,0.742069801788098,0.484144540595239,5.1024285021965
0,111.821727161903,18,15,46.5,3,1,-0.105779474863023,0.587835987058398,5.50922198857073
0,101.300677173224,30,16,46.6,9,0,-0.0119908182267184,0.268020082766596,5.1341868505573
1,134.056854287644,41,15,90.9,25,0,0.683170099226091,0.949428738916047,4.85530985288139
1,53.9518870995027,27,10,15.5,7,1,-0.312237751339056,0.073849694032154,6.15848110212308
1,105.484624521322,44,17,206.2,32,0,0.731581030046816,0.98,4.52404962660221
0,62.0710982230043,18,11,23.7,5,1,-0.121524296191874,0.20897328403323,6.34522198857073
0,53.1369298967008,37,13,23.3,16,0,-1.25138119490374,0.0491425714580314,5.4712603691244
1,146.426605680987,26,15,173.4,3,0,2.5,0.973816304012116,5.14472171998271
1,146.158325526296,37,14,55.4,25,1,0.986281069064773,0.974238877191782,4.9992603691244
0,64.0418109964359,33,13,16.2,16,1,-2.29759788809286,0.02,5.5512914734903
0,86.5715675485672,34,13,46.5,17,0,0.0700941570688746,0.27531767095275,5.1264285021965
1,152.758945489864,53,17,59.7,32,1,-0.42107893710384,0.962374626479301,3.6473949599551
0,71.8207141466361,37,15,32.5,16,0,-1.85607846940303,0.02,5.0712603691244
0,63.0362538454933,28,13,12.5,9,0,-1.29133364841907,0.0222048502079708,5.58825018525816
0,84.1413633011431,37,12,24.8,18,1,-0.232753940514443,0.331156868538901,5.4552603691244
0,63.584848763463,35,13,32.7,14,0,-0.907712045885368,0.0569431273190762,5.09961365145159
0,98.1173271320622,32,12,58.9,15,1,1.40375684442829,0.666280096365741,4.97426647752178
0,73.6104120289543,34,11,11.8,15,0,0.153920090248586,0.141523010178972,6.1184285021965
0,87.5336321167184,28,12,17.5,16,1,0.254923167324356,0.345324988372691,5.78425018525816
1,99.4961296107805,41,15,25.7,24,1,-1.14832481336492,0.481324009230227,5.27930985288139
0,58.1978715628635,21,14,38.8,4,1,-1.11102179244904,0.105949132083615,5.5056269362685
1,117.222668622971,29,15,80.7,11,1,0.865791453997872,0.797860777812105,5.20664487834106
0,64.4809906228706,30,12,21.8,12,1,-0.698125401950415,0.0885339404881907,5.5941868505573
1,118.892078209285,31,12,180.8,13,0,2.5,0.763272667832441,4.97929290310849
0,51.4031965923525,23,12,6,3,0,-1.77231461025622,0.02,5.80420396668599
1,72.8135275334349,46,10,35.8,34,0,-0.263421829137988,0.973808436136516,4.62857145488703
1,85.4638069035045,38,19,288.5,19,0,1.32482484126936,0.98,4.82899568988439
0,76.3550932382071,38,14,21.4,17,0,-1.1858606883707,0.0678172855771496,5.45299568988439
1,88.0641426903675,41,13,49.3,27,1,-1.03299536026906,0.745902101059709,4.80730985288139
0,61.8076097817601,18,12,19.8,0,0,-0.571239932560321,0.164327154288538,5.70522198857073
1,115.170986158967,39,12,82,20,1,1.12393403743354,0.867427519449157,4.99934143206928
0,72.7469825498924,37,12,30.3,18,0,-0.365294926065681,0.179337473917273,5.0552603691244
1,121.676651456415,38,17,47,24,0,-0.869921025242606,0.489218294112584,4.96899568988439
0,89.8925096441084,31,17,24.9,10,1,-1.08954534392531,0.0843390642341232,5.53129290310849
1,114.879634732793,25,14,48.6,12,0,0.719445499566283,0.467600243500158,5.42227443832449
0,23.7382854228757,28,9,7.2,8,0,-1.81711580074392,0.02,6.16025018525816
0,125.056870965757,33,16,101.8,15,1,0.507440278008357,0.816199490618833,5.1432914734903
1,111.086752294125,27,15,80.8,10,1,0.38384530741138,0.625430210796235,5.25448110212308
0,126.023128518013,29,18,67.5,13,1,-0.110665505513254,0.661103263468248,5.25464487834106
1,120.485227551589,39,13,64.6,24,1,0.775748151976587,0.950558245771901,4.93534143206928
0,63.732368905145,22,13,22.4,3,1,-0.806161343858985,0.133602593185494,5.82691158717142
0,73.9390513244958,37,11,20.2,15,1,-0.145373786107058,0.206586719276985,6.0792603691244
1,100.559810159239,33,17,239.1,12,1,1.64250218799698,0.98,4.9192914734903
1,112.557753821836,48,14,252.7,30,1,2.4348247683378,0.98,3.90617883764127
0,57.8498807890208,31,14,23.2,8,1,-1.69361558416975,0.0231531486088777,5.49929290310849
0,64.6513335258245,34,13,41.8,13,0,-0.548486405091372,0.081304780432412,5.1104285021965
1,79.7796722509001,40,13,109,15,1,-0.300408830845826,0.343060022355265,5.08567934733469
1,101.645768334501,23,11,70.8,6,1,1.36447515303707,0.526817822646815,5.64820396668599
0,54.042622973817,37,12,21.9,15,1,-0.850183856599324,0.119725174358357,5.4792603691244
0,61.6229148428763,31,12,14.9,13,0,-0.349409476985777,0.0802802286254629,5.57929290310849
0,61.3111040330714,32,10,36.7,10,1,0.292960553507389,0.132424938247621,5.71426647752179
1,67.0877345898542,41,10,8,29,0,-1.09860635248315,0.732231181137033,5.75930985288139
1,91.9453548953152,36,12,27.6,22,1,0.480500483762954,0.754366827959615,5.45865978780913
0,52.5115574497293,29,11,22.2,12,1,-0.629441226175897,0.0790660288003469,6.23064487834106
0,88.6355381375129,47,13,18.5,30,1,-1.09659876357912,0.829006788325372,4.55665216851173
1,104.250653603678,46,15,70.8,27,0,-0.552416569774572,0.679026178758302,4.33657145488703
1,137.735527638356,30,16,87.6,15,1,0.773897850164113,0.8856528613504,5.2541868505573
0,102.513826645742,44,17,37,23,0,-1.15474094957629,0.258121252241006,4.84804962660221
0,53.9804458482088,25,12,13.6,4,0,-1.03586348259569,0.0349936204782454,5.80227443832449
0,63.2234420396984,30,10,25.9,9,1,0.394405307157293,0.132878405137071,6.1341868505573
1,145.28375506433,35,15,151.4,11,1,2.04896313041062,0.971475663022688,4.89961365145159
1,140.212144077462,36,17,75,15,0,0.409002030193095,0.661441951017923,5.08665978780913
1,91.6738089650018,37,12,42.8,18,1,0.18685048510034,0.457240097012607,5.0552603691244
1,79.8703066743916,27,12,45.1,9,1,-0.302812481791819,0.123659830826052,5.22248110212308
0,104.333219063599,32,16,72.6,15,0,-0.786005544997664,0.109548463152134,5.17426647752179
1,99.4939309017961,22,11,52.5,4,0,1.36155003279867,0.330587840779137,5.87891158717142
0,72.9658891863372,21,13,28.2,3,0,-0.34322500713232,0.147734975301253,5.8496269362685
0,115.810768842792,29,16,63.5,10,1,0.288526670300678,0.657125299410766,5.18264487834106
1,127.434702513288,56,16,76.5,31,1,-0.554802850312864,0.90055558755046,3.45209840783755
1,101.535264703445,57,13,44.2,37,0,-0.694364774663995,0.978042753858996,2.8228603799531
0,67.9087849351484,38,8,19,21,1,0.410246878392228,0.374020362177519,6.00499568988439
1,96.1848489637376,23,15,32.5,8,0,-0.21757956105421,0.205422240231666,5.34420396668599
0,96.1650106425907,33,14,34.7,15,1,0.074827693519602,0.414549922831964,5.1432914734903
1,72.8948279898388,20,11,32.7,3,0,0.529323211257457,0.207465421641435,6.07147975370484
1,145.883422639362,49,14,71.2,31,1,0.931468856657582,0.98,3.99638691346617
0,51.625733071101,27,11,21,9,1,-0.675043115586262,0.066445285510622,6.22248110212308
0,59.6378215991028,18,11,33.9,0,0,0.389951974897036,0.293794436934013,5.90522198857073
1,121.312401495177,45,13,50.7,26,0,0.653126011924721,0.874429908403704,4.41075328034878
0,92.2276886823746,32,14,71.4,11,1,-0.00927935947126395,0.36698491586277,5.12626647752178
0,128.305839097104,48,15,72.3,29,0,0.0880419483740656,0.929797518579777,4.15817883764127
0,53.6963932579499,28,10,5.6,15,1,-2.21427642535846,0.0226340787080843,6.35625018525816
0,99.4632445829969,23,15,67.9,9,0,0.160740686704191,0.34175985806884,5.39220396668599
0,42.6012676736318,27,9,27.3,10,1,0.118983950479391,0.0780324305425467,6.25448110212308
1,63.2643756853804,42,10,16.3,20,1,-1.10938894021987,0.215491253458988,5.96746628439086
1,75.5432856880348,26,12,31.9,6,0,0.230881473800048,0.13317985061521,5.15272171998271
1,91.2979572734286,36,13,37.1,21,1,-0.162216565594893,0.570736873464198,5.06265978780913
1,138.168536676011,24,14,56.2,8,1,1.15233454998157,0.756437794141668,5.30237417762586
1,110.417102379686,40,13,22.5,24,1,0.265134981624732,0.868795579934051,5.30567934733469
0,94.2062853611176,29,16,49.7,12,0,-0.704721544915341,0.0983240278532801,5.23064487834106
0,83.9323272192053,44,10,21.5,23,1,0.265929461738715,0.688138557802575,5.84804962660221
1,99.967502571824,39,11,47,18,0,0.480223678282013,0.327024971472219,5.63134143206928
0,58.5423006527575,34,11,9.3,15,1,-0.744709772571961,0.106575017796072,6.1184285021965
1,123.864678684859,41,13,27.6,25,1,0.703650299555214,0.946597223475378,5.25530985288139
1,116.161915985531,41,14,56.6,31,1,-0.111347457459818,0.98,4.71130985288139
0,74.2303262443737,21,11,31.1,4,1,0.519291842024758,0.292025181376678,6.1056269362685
1,92.9378852514842,28,13,69.7,9,1,0.513804916947504,0.458213066182222,5.18825018525816
0,97.0962144657473,53,18,22.6,32,0,-2.5,0.0960198462036781,4.0473949599551
1,100.48071894505,39,16,282.2,22,1,2.22991677986901,0.98,4.76734143206928
0,79.9906485752443,38,13,33.1,14,0,-0.45336731175704,0.113596267923588,5.08899568988439
1,101.146851576498,28,16,100.4,16,1,-0.472747486840032,0.440766797994363,5.38425018525816
1,108.767648714535,32,14,58,17,1,0.0926528638888844,0.497828961822262,5.19826647752179
1,124.994238832989,25,14,68.3,7,0,1.22880231936447,0.634638574775045,5.02227443832449
1,135.890109880467,48,13,81.9,30,1,0.961799978837437,0.98,4.10617883764127
1,140.912157711617,48,14,58.9,32,1,0.505919088901728,0.98,4.00217883764127
0,48.953182014254,32,10,13,16,0,-0.836798711286994,0.049903643472701,6.18626647752179
1,116.641141434631,34,13,47.8,20,1,1.02627222647469,0.845358388067898,5.1384285021965
1,119.302547995654,49,14,55.9,40,1,-0.761634068406138,0.98,3.49238691346617
1,131.703903488269,48,16,33.5,32,0,-0.517428251031438,0.949571314930692,4.00217883764127
0,65.9949774954696,31,10,47.9,9,0,-0.0940202997542771,0.0501836874592151,5.71529290310849
0,61.8855571136155,24,12,18.2,1,1,-0.108963506744516,0.247823858588396,5.69437417762586
1,153.611526746366,42,16,117.2,23,1,0.874712262460382,0.98,4.88346628439086
0,103.915592092631,36,11,75.1,19,0,1.62307177614141,0.644526824440081,5.47065978780913
0,63.1886370451691,36,13,53.1,16,0,-1.1389089543025,0.0556536276250699,5.08265978780913
1,115.2797388324,46,12,45.7,27,1,0.654731305399541,0.931001954867625,4.33657145488703
0,76.7357619886957,34,13,23.6,14,0,0.145302472148107,0.212695128821618,5.5144285021965
0,83.2380366195295,51,13,24.8,31,0,-1.44240735512854,0.634776177930185,4.26814134546302
1,85.4780728835985,43,14,16.8,27,1,-1.69792476111487,0.511485151383945,5.13733051564472
0,77.8106028041527,38,12,16.7,18,1,-0.257128344331297,0.332662265775693,5.44099568988439
1,135.588377345551,43,15,166.8,19,1,1.89107179788932,0.98,4.79333051564472
0,125.106346608546,33,16,63.8,18,1,0.405553291734671,0.857787483297389,5.1672914734903
0,98.1508549049768,35,14,77.5,23,1,-0.0717696123327823,0.827100900637388,5.09961365145159
1,131.776278778094,34,13,107.3,18,0,2.03478771810953,0.888052203554835,4.9304285021965
0,99.3276515395585,29,16,58.6,11,0,0.124815052698194,0.348210699412838,5.20664487834106
1,78.7150889125948,41,10,14.5,24,0,-0.0631845773669179,0.521948857842072,5.87930985288139
